adult,original_title,overview,original_language,revenue,status,release_date,production_companies,vote_count,vote_average
False,Biker Boyz,"A mythic motorcycle tale of father and son"", this is the story of Manuel Galloway, also known as ""the King of Cali"", the president of a motorcycle club whose members are all African-American men, mostly white-collar workers who exchange their suits and ties at night and on weekends for leather outfits and motorcycle helmets.",en,23510601.0,Released,2003-01-31,"[{'name': 'DreamWorks Pictures', 'id': 7293}]",63.0,5.0
False,Final Destination 2,"When Kimberly has a violent premonition of a highway pileup she blocks the freeway, keeping a few others meant to die, safe...Or are they? The survivors mysteriously start dying and it's up to Kimberly to stop it before she's next.",en,90426405.0,Released,2003-01-31,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Zide-Perry Productions', 'id': 3169}]",1046.0,5.9
False,The Recruit,"A brilliant CIA trainee must prove his worth at the Farm, the agency's secret training grounds, where he learns to watch his back and trust no one.",en,101191884.0,Released,2003-01-31,"[{'name': 'Birnbaum / Barber Productions', 'id': 58262}]",545.0,6.2
False,The Guru,"Bored with Bollywood movies but fascinated with their Hollywood counterparts from his youth, Ram dreams to become a singer and actor in America, the country where dreams are made. He is encouraged when his American-based close friend, Vijay Rao, comes for visit, and brags about driving a Mercedes and living in a penthouse.",en,0.0,Released,2002-08-21,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Studio Canal', 'id': 5870}]",76.0,5.1
False,Lost in La Mancha,"Fulton and Pepe's 2000 documentary captures Terry Gilliam's attempt to get The Man Who Killed Don Quixote off the ground. Back injuries, freakish storms, and more zoom in to sabotage the project (which has never been resurrected).",en,0.0,Released,2002-02-11,"[{'name': 'Quixote Films', 'id': 11949}, {'name': 'Low Key Productions', 'id': 11950}, {'name': 'Eastcroft Productions', 'id': 11951}]",63.0,7.2
False,May,"Psychological horror about a lonely young woman traumatized by a difficult childhood, and her increasingly desperate attempts to connect with the people around her.",en,150277.0,Released,2002-01-13,"[{'name': 'A Loopy Production LLC', 'id': 29693}, {'name': '2 Loop Films', 'id': 29694}]",153.0,6.3
False,Ordinary Decent Criminal,"Michael Lynch is a notorious criminal with two wives and a flair for showmanship. He's also a huge embarrassment to the local police, who are determined to bring him down once and for all.",en,0.0,Released,2000-01-07,[],66.0,6.0
False,Evil Under the Sun,"Trying to find how a millionaire wound up with a phony diamond brings Hercule Poirot to an exclusive island resort frequented by the rich and famous. When a murder is committed, everyone has an alibi.",en,6110000.0,Released,1982-03-05,"[{'name': 'EMI Films Ltd.', 'id': 538}, {'name': 'G.W. Films', 'id': 1555}, {'name': 'Titan Productions', 'id': 1582}]",73.0,6.5
False,Firefox,"The Soviets have developed a revolutionary new jet fighter, called ""Firefox"". Naturally, the British are worried that the jet will be used as a first-strike weapon, as rumours say that the jet is indetectable on radar. They send ex-Vietnam War pilot Mitchell Gant on a covert mission into the Soviet Union to steal Firefox.",en,70687344.0,Released,1982-06-13,"[{'name': 'Malpaso Productions', 'id': 171}]",141.0,5.5
False,Le gendarme et les gendarmettes,"Cruchot's police office moves into a new building. They do not only get high tech equipment, but also four young female police officers to educate. All of them scramble to work with them -- and cause pure chaos while being distracted by the fine ladies. Then they get into real trouble when one after the other of their female colleagues is kidnapped.",fr,0.0,Released,1982-10-03,"[{'name': 'Société Nouvelle de Cinématographie', 'id': 249}]",89.0,6.2
False,Honkytonk Man,Young boy leaves the Oklahoma farm to travel with his country musician uncle who is trying out for the Grand Ole Opry. Set during the Great Depression.,en,0.0,Released,1982-12-15,"[{'name': 'Malpaso Productions', 'id': 171}]",39.0,5.4
False,The Last American Virgin,"The friendship of a group of young friends struggling with teen sex, drugs, and work is jeopardized by a romantic interest which may turn pals into bitter rivals.",en,0.0,Released,1982-06-26,"[{'name': 'Golan-Globus Productions', 'id': 13549}]",48.0,6.4
False,The Last Unicorn,"From a riddle-speaking butterfly, a unicorn learns that she is supposedly the last of her kind, all the others having been herded away by the Red Bull. The unicorn sets out to discover the truth behind the butterfly's words. She is eventually joined on her quest by Schmendrick, a second-rate magician, and Molly Grue, a now middle-aged woman who dreamed all her life of seeing a unicorn. Their journey leads them far from home, all the way to the castle of King Haggard.",en,6455530.0,Released,1982-11-19,"[{'name': 'Topcraft', 'id': 29}, {'name': 'Rankin/Bass Productions', 'id': 688}, {'name': 'Incorporated Television Company', 'id': 1155}]",117.0,7.0
False,A Midsummer Night's Sex Comedy,"Centred around a weekend party at the home of inventor Andrew Hobbs and his wife Adrian, attended by randy doctor Maxwell Jordan, his nurse Dulcy, renowned philosopher Dr.Leopold Sturgis and his fiancée, this is a light comedy concerning their various emotional, intellectual and sexual entanglements, loosely based on Ingmar Bergman's 'Smiles of a Summer Night' .",en,0.0,Released,1982-07-16,"[{'name': 'Orion Pictures', 'id': 41}]",93.0,6.5
False,Missing,Based on the real-life experiences of Ed Horman. A conservative American businessman travels to a South American country to investigate the sudden disappearance of his son after a right-wing military takeover. Accompanied by his son's wife he uncovers a trail of cover-ups that implicate the US State department which supports the right-wing dictatorship.,en,14000000.0,Released,1982-02-12,"[{'name': 'Universal Pictures', 'id': 33}]",81.0,7.2
False,Monty Python Live at the Hollywood Bowl,"Monty Python Live at the Hollywood Bowl is a 1982 concert film in which the Monty Python team perform many of their greatest sketches at the Hollywood Bowl, including several pre-Python ones.",en,0.0,Released,1982-06-25,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'HandMade Films', 'id': 20076}]",37.0,7.2
False,Le Père Noël est une ordure,"Félix, disguised as Father Christmas, hands out leaflets advertising a sexy Christmas party. His place is taken by an African Santa Claus and he returns to his caravan only to find his girlfriend Josette about to leave him. When he comes after her, she takes refuge at ""SOS Distress"", run by two neurotics, Thérèse and Pierre.",fr,0.0,Released,1982-08-25,"[{'name': 'Films A2', 'id': 875}, {'name': 'Trinacra Films', 'id': 4765}, {'name': 'Les Films du Splendid', 'id': 13048}]",203.0,7.4
False,Q,"New York police are bemused by reports of a giant flying lizard that has been spotted around the rooftops of New York, until the lizard starts to eat people. An out-of-work ex-con is the only person who knows the location of the monster's nest and is determined to turn the knowledge to his advantage, but will his gamble pay off or will he end up as lizard food?",en,0.0,Released,1982-10-29,"[{'name': 'Arkoff International', 'id': 4705}, {'name': 'Larco Productions', 'id': 17069}]",40.0,5.4
False,Sans soleil,"""He wrote me..."" A woman narrates the thoughts of a world traveler, meditations on time and memory expressed in words and images from places as far-flung as Japan, Guinea-Bissau, Iceland, and San Francisco.",fr,30878.0,Released,1983-02-15,"[{'name': 'Argos Films', 'id': 6116}]",49.0,7.7
False,Lo squartatore di New York,A burned-out New York police detective teams up with a college psychoanalyst to track down a vicious serial killer randomly stalking and killing various young women around the city.,it,0.0,Released,1982-01-01,"[{'name': 'Fulvia Film', 'id': 13682}]",60.0,5.7
False,Tenebre,An American writer in Rome is stalked by a serial killer bent on harassing him while killing all people associated with his work on his latest book.,en,0.0,Released,1982-10-28,"[{'name': 'Sigma Cinematografica Roma', 'id': 37451}]",107.0,6.6
False,Trail of the Pink Panther,"The Pink Panther diamond is stolen once again from Lugash and the authorities call in Chief Inspector Clouseau from France. His plane disappears en-route. This time, famous French TV reporter Marie Jouvet sets out to solve the mystery and starts to interview everybody connected to Clouseau.",en,9056073.0,Released,1982-12-03,"[{'name': 'United Artists', 'id': 60}, {'name': 'Titan Productions', 'id': 1582}, {'name': 'Blake Edwards', 'id': 6407}, {'name': 'Amjo Productions', 'id': 23534}, {'name': 'Lakeline Productions Ltd.', 'id': 23541}]",63.0,4.9
False,White Dog,A trainer attempts to retrain a vicious dog that's been raised to kill black people.,en,0.0,Released,1982-07-07,"[{'name': 'Paramount Pictures', 'id': 4}]",56.0,6.5
False,Zapped!,"Peyton and Barney are fun loving high school students working on a science project with white mice. When one of the mice begins to move food toward itself with out touching it, Barney finds he has accidently discovered a formula for telekinetic powers. Now, how much trouble can a high school boy who can move things with just his mind get into?",en,0.0,Released,1982-07-23,"[{'name': 'City Films', 'id': 10720}, {'name': 'Rose Films', 'id': 20464}, {'name': 'Thunder Associates', 'id': 49131}]",38.0,5.1
False,How to Lose a Guy in 10 Days,"An advice columnist, Andie Anderson (Kate Hudson), tries pushing the boundaries of what she can write about in her new piece about how to get a man to leave you in 10 days. Her editor, Lana (Bebe Neuwirth), loves it, and Andie goes off to find a man she can use for the experiment. Enter executive Ben Berry (Matthew McConaughey), who is so confident in his romantic prowess that he thinks he can make any woman fall in love with him in 10 days. When Andie and Ben meet, their plans backfire.",en,177371441.0,Released,2003-02-07,"[{'name': 'Paramount Pictures', 'id': 4}]",873.0,6.3
False,Shanghai Knights,"The dynamic duo of Chon Wang and Roy O'Bannon return for another crazy adventure. This time, they're in London to avenge the murder of Chon's father, but end up on an even bigger case. Chon's sister is there to do the same, but instead unearths a plot to kill the royal family. No one believes her, though, and it's up to Chon and Roy (who has romance on his mind) to prove her right.",en,88323487.0,Released,2003-02-06,"[{'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Birnbaum / Barber Productions', 'id': 58262}, {'name': 'Jackie Chan Films Limited', 'id': 58263}, {'name': 'All Knight Productions', 'id': 58264}]",707.0,6.0
False,Daredevil,"He dwells in a world of eternal night, but the blackness is filled with sounds and scents, tastes and textures that most cannot perceive. Although attorney Matt Murdock is blind, his other four senses function with superhuman sharpness. By day, Murdock represents the downtrodden. At night he is Daredevil, a masked vigilante stalking the dark streets of the city, a relentless avenger of justice.",en,179179718.0,Released,2003-02-14,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'Marvel Enterprises', 'id': 19551}]",1551.0,5.0
False,The Jungle Book 2,"Mowgli, missing the jungle and his old friends, runs away from the man village unaware of the danger he's in by going back to the wild.",en,135680000.0,Released,2003-02-07,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Television Animation', 'id': 3475}, {'name': 'Walt Disney Animation Australia', 'id': 3476}, {'name': 'DisneyToon Studios', 'id': 5391}]",278.0,5.6
False,Gerry,Two friends named Gerry become lost in the desert after taking a wrong turn. Their attempts to find their way home only lead them into further trouble.,en,0.0,Released,2002-01-12,"[{'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'Tango Films', 'id': 32598}, {'name': 'My Cactus', 'id': 32599}]",69.0,6.1
False,À la folie... pas du tout,"Angelique, a young student, is in love with a married doctor. We see her attempts to make him leave his pregnant wife, but he does not appear for meetings or finally the booked journey to Florence. Then the movie is turned back to the beginning, and the view changes: We are now following the view of the doctor instead of Angeliques. And things look quite different now...",fr,5126264.0,Released,2002-03-27,[],79.0,6.9
False,Dennis the Menace,Mr. Wilson's ever-present annoyance comes in the form of one mischievous kid named Dennis. But he'll need Dennis's tricks to uncover a collection of gold coins that go missing when a shady drifter named Switchblade Sam comes to town.,en,117270765.0,Released,1993-06-23,"[{'name': 'Hughes Entertainment', 'id': 477}, {'name': 'Warner Bros. Family Entertainment', 'id': 3592}, {'name': 'Warner Bros.', 'id': 6194}]",280.0,5.5
False,10 to Midnight,"Based on the real-life Richard Speck murders, amoral, nearly psychotic killer Warren Stacey (Gene Davis) is a serial killer who has murdered a number of women; he stabs them while they are naked to minimize leaving any physical evidence. Police detective Leo Kessler (Charles Bronson) is convinced of Stacey’s guilt and, over the objections of his partner, plants evidence to get him behind bars. When Stacey is released on a technicality, he threatens to go after Kessler and his family, leaving Kessler to defend himself against a killer with little help from the police.",en,7175592.0,Released,1983-03-11,"[{'name': 'Cannon Group', 'id': 1444}, {'name': 'City Films', 'id': 10720}, {'name': 'Y & M Productions', 'id': 49219}]",37.0,6.1
False,The Black Stallion,"While traveling with his father, young Alec becomes fascinated by a mysterious Arabian stallion that is brought on board and stabled in the ship he is sailing on. When it tragically sinks both he and the horse survive only to be stranded on a deserted island. He befriends it, so when finally rescued both return to his home where they soon meet Henry Dailey, a once successful trainer. Together they begin training the horse to race against the fastest ones in the world.",en,37799643.0,Released,1979-10-17,"[{'name': 'United Artists', 'id': 60}]",59.0,7.0
False,A Countess from Hong Kong,A Russian countess stows away in the stateroom of a married U.S. diplomat bound for New York.,en,2000000.0,Released,1967-01-05,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Chaplin Film Productions Ltd.', 'id': 48755}]",36.0,5.9
False,Mr. Majestyk,"Watermelon farmer Vince Majestyk (Charles Bronson) goes after the Mob, when they try to strong arm him to use their melon picking crew.",en,0.0,Released,1974-07-17,"[{'name': 'Mirisch Corporation, The', 'id': 13219}]",32.0,7.0
False,Pillow Talk,"A man and woman share a telephone line and despise each other, but then he has fun by romancing her with his voice disguised.",en,0.0,Released,1959-10-07,"[{'name': 'Arwin Productions', 'id': 1823}, {'name': 'Universal International Pictures (UI)', 'id': 10330}]",49.0,6.8
False,The Man Who Fell to Earth,Thomas Jerome Newton is an alien who comes to Earth to get water for his dying planet. He starts a high technology company to get the billions of dollars he needs to build a return spacecraft. A British science-fiction film from director Nicolas Roeg and starring David Bowie.,en,0.0,Released,1976-03-18,"[{'name': 'British Lion Films', 'id': 632}]",139.0,6.4
False,Dark Blue,"Set during the Rodney King riots, a robbery homicide investigation triggers a series of events that will cause a corrupt LAPD officer to question his tactics.",en,9237470.0,Released,2002-12-14,"[{'name': 'United Artists', 'id': 60}, {'name': 'Intermedia Films', 'id': 763}, {'name': 'IM Filmproduktion', 'id': 1809}, {'name': 'Cosmic Pictures', 'id': 1810}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Alphaville Films', 'id': 11462}]",86.0,6.5
False,Gods and Generals,"The film centers mostly around the personal and professional life of Thomas ""Stonewall"" Jackson, a brilliant if eccentric Confederate general, from the outbreak of the American Civil War until its halfway point when Jackson is killed accidentally by his own soldiers in May 1863 during his greatest victory.",en,12923936.0,Released,2003-02-21,"[{'name': 'Warner Bros. Pictures', 'id': 174}, {'name': 'Turner Pictures', 'id': 1765}, {'name': 'Antietam Filmworks', 'id': 17462}]",49.0,6.1
False,The Life of David Gale,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,en,38955598.0,Released,2003-02-21,"[{'name': 'Mikona Productions GmbH & Co. KG', 'id': 24}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Intermedia Films', 'id': 763}, {'name': 'Saturn Films', 'id': 831}, {'name': 'Dirty Hands Productions', 'id': 81128}]",497.0,7.3
False,Old School,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.,en,87055349.0,Released,2003-02-21,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'The Montecito Picture Company', 'id': 2364}]",552.0,6.6
False,Cradle 2 the Grave,"Gang leader Tony pulls off a major diamond heist with his crew, but cop-turned-criminal Ling knows who has the loot and responds by kidnapping Tony's daughter and holding her for ransom. Unfortunately, Tony's lost the diamonds as well. As he frantically searches for his daughter and the jewels, Tony pairs with a high-kicking government agent who once worked with Ling and seeks revenge on him.",en,56489558.0,Released,2003-02-28,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]",242.0,5.8
False,Spider,"A mentally disturbed man takes residence in a halfway house. His mind gradually slips back into the realm created by his illness, where he replays a key part of his childhood.",en,0.0,Released,2002-12-13,"[{'name': 'Téléfilm Canada', 'id': 806}, {'name': 'Capitol Films', 'id': 826}, {'name': 'Canadian Film or Video Production Tax Credit (CPTC)', 'id': 8582}, {'name': 'Metropolitan Films', 'id': 16419}, {'name': 'Grosvenor Park Productions', 'id': 17449}, {'name': 'Odeon Films', 'id': 22209}, {'name': 'Catherine Bailey Ltd.', 'id': 46694}, {'name': 'Artists Independent Network', 'id': 46695}]",176.0,6.4
False,Life Stinks,A rich businessman makes a bet he can survive on the streets of a rough Los Angeles neighborhood for 30 days completely penniless. During his stay he discovers another side of life and falls in love with with a homeless woman.,en,0.0,Released,1991-07-26,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",48.0,5.5
False,The Meteor Man,"One night Jefferson Reed gets hit in the chest by a souped-up chunk of meteor. So he can fly, but he's scared of heights. He can master the information in any book ... for about fifteen minutes. Now his friends and family want him to protect their community from the dreaded Golden Lords.",en,0.0,Released,1993-08-06,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Tinsel Townsend', 'id': 36654}]",33.0,4.6
False,Bringing Down the House,"Straight-laced lawyer, Peter Sanderson (Steve Martin) meets and falls in love with online chat friend ""Lawyer-Girl"", Charlene Morton (Queen Latifah), only to discover she's a convicted bank robber. Charlene escapes from jail and comes looking for Peter to help clear her name.",en,132675402.0,Released,2003-03-07,"[{'name': 'Hyde Park Films', 'id': 1172}, {'name': 'Touchstone Pictures', 'id': 9195}]",191.0,5.4
False,Tears of the Sun,"Navy SEAL Lieutenant A.K. Waters and his elite squadron of tactical specialists are forced to choose between their duty and their humanity, between following orders by ignoring the conflict that surrounds them, or finding the courage to follow their conscience and protect a group of innocent refugees. When the democratic government of Nigeria collapses and the country is taken over by a ruthless military dictator, Waters, a fiercely loyal and hardened veteran is dispatched on a routine mission to retrieve a Doctors Without Borders physician.",en,85632458.0,Released,2003-03-07,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Revolution Studios', 'id': 497}, {'name': 'Cheyenne Enterprises', 'id': 890}, {'name': 'Michael Lobell Productions', 'id': 13473}]",582.0,6.4
False,Irréversible,"Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in the underpass. Her boyfriend and ex-lover take matters into their own hands by hiring two criminals to help them find the rapist so that they can exact revenge. A simultaneously beautiful and terrible examination of the destructive nature of cause and effect, and how time destroys everything.",fr,792.0,Released,2002-05-22,"[{'name': 'Eskwad', 'id': 616}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Wild Bunch', 'id': 856}, {'name': 'Les Cinémas de la Zone', 'id': 1157}, {'name': 'Nord-Ouest Productions', 'id': 4176}, {'name': 'Canal+', 'id': 5358}, {'name': '120 Films', 'id': 19233}]",550.0,7.1
False,Laurel Canyon,"Laurel Canyon focuses on Sam and Alex, a pair of upper-middle class lovebirds from the East Coast who relocate to Los Angeles. Enter Jane, Sam's estranged mother, a successful record producer, who's more than willing to put the couple up in her lavish digs. As Sam and Alex settle in at Jane's, they gradually lose their straight-and-narrow approach to life and begin to experiment.",en,0.0,Released,2002-05-18,"[{'name': 'Sony Pictures Classics', 'id': 58}, {'name': 'Good Machine', 'id': 10565}, {'name': 'Antidote Films', 'id': 20993}]",55.0,5.7
False,Nirgendwo in Afrika,"A Jewish woman named Jettel Redlich flees Nazi Germany with her daughter Regina, to join her husband, Walter, on a farm in Kenya. At first, Jettel refuses to adjust to her new circumstances, bringing with her a set of china dishes and an evening gown. While Regina adapts readily to this new world, forming a strong bond with her father's cook, an African named Owuor.",de,0.0,Released,2001-12-11,"[{'name': 'MTM Cineteve', 'id': 740}, {'name': 'Bavaria Film', 'id': 1704}, {'name': 'Constantin Film Produktion', 'id': 5755}, {'name': 'Media Cooperation One', 'id': 24212}]",32.0,7.0
False,Bend It Like Beckham,"Jess Bhamra, the daughter of a strict Indian couple in London, is not permitted to play organized soccer, even though she is 18. When Jess is playing for fun one day, her impressive skills are seen by Jules Paxton, who then convinces Jess to play for her semi-pro team. Jess uses elaborate excuses to hide her matches from her family while also dealing with her romantic feelings for her coach, Joe.",en,76578641.0,Released,2002-04-11,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Kintop Pictures', 'id': 1490}, {'name': 'Filmförderung Hamburg', 'id': 2406}, {'name': 'UK Film Council', 'id': 2452}]",593.0,6.2
False,The Hunted,"In the wilderness of British Columbia, two hunters are tracked and viciously murdered by Aaron Hallum. Former Special Operations instructor, L.T. Bonham is approached and asked to apprehend Hallum, his former student, who has 'gone rogue' after suffering severe battle stress from his time in Kosovo.",en,34234008.0,Released,2003-03-11,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Alphaville Films', 'id': 11462}]",194.0,6.0
False,Willard,"Desperate for companionship, the repressed Willard befriends a group of rats that inhabit his late father's deteriorating mansion. In these furry creatures, Willard finds temporary refuge from daily abuse at the hands of his bedridden mother and his father's old partner, Frank. Soon it becomes clear that the brood of rodents is ready and willing to exact a vicious, deadly revenge on anyone who dares to bully their sensitive new master.",en,0.0,Released,2003-03-14,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Hard Eight Pictures', 'id': 48772}]",82.0,5.8
False,Prozac Nation,"Elizabeth is on the verge of losing her grip on life after she leaves her emotionally fraught home to start college. Quickly, her life takes a turn for the worse: She clashes with her roommate and decides her boyfriend, Rafe, is her sole salvation. Her psychiatrist prescribes Prozac … but is that her only choice?",en,0.0,Released,2001-09-08,[],74.0,5.7
False,Spun,"Over the course of three days Ross, a college dropout addicted to crystal-meth, encounters a variety of oddball folks - including a stripper named Nikki and her boyfriend, the local meth producer, The Cook - but all he really wants to do is hook up with his old girlfriend, Amy.",en,0.0,Released,2002-06-01,"[{'name': 'Muse Productions', 'id': 15231}, {'name': 'Brink Films', 'id': 18811}, {'name': 'Silver Nitrate', 'id': 23909}]",132.0,6.6
False,King of Kings,"Who is Jesus, and why does he impact all he meets? He is respected and reviled, emulated and accused, beloved, betrayed, and finally crucified. Yet that terrible fate would not be the end of the story.",en,14483352.0,Released,1961-10-11,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Samuel Bronston Productions', 'id': 10253}]",31.0,7.2
False,Two-Lane Blacktop,"A driver and a mechanic travel around the United States hopping from drag strip to drag strip in a 1955 Chevy Bel-Air coupe. They race for money, betting with their competitors. The pair gain a young and talkative female stowaway. Along the way they unintentionally attract a well-to-do drifter driving a new Pontiac GTO. This older man, looking for attention, antagonizes their efforts.",en,0.0,Released,1971-07-07,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Michael Laughlin Enterprises', 'id': 15747}]",58.0,6.7
False,Born Free,"Born Free (1966) is an Open Road Films Ltd./Columbia Pictures feature film starring Virginia McKenna and Bill Travers as Joy and George Adamson, a real-life couple who raised an orphaned lion cub to adulthood, and released her into the wilds of Kenya.",en,0.0,Released,1966-06-22,"[{'name': 'High Road', 'id': 3066}]",38.0,6.5
False,Equus,"A psychiatrist, Martin Dysart, investigates the savage blinding of six horses with a metal spike in a stable in Hampshire, England. The atrocity was committed by an unassuming seventeen-year-old stable boy named Alan Strang, the only son of an opinionated but inwardly-timid father and a genteel, religious mother. As Dysart exposes the truths behind the boy's demons, he finds himself face-to-face with his own.",en,0.0,Released,1977-10-16,"[{'name': 'United Artists', 'id': 60}, {'name': 'Persky-Bright Productions', 'id': 624}, {'name': 'Winkast Film Productions', 'id': 13721}]",31.0,6.9
False,Europa Europa,"A Jewish boy separated from his family in the early days of WWII poses as a German orphan and is taken into the heart of the Nazi world as a 'war hero' and eventually becomes a Hitler Youth. Although improbabilities and happenstance are cornerstones of the film, it is based upon a true story.",en,0.0,Released,1990-01-01,"[{'name': 'Telmar Film International', 'id': 2551}, {'name': 'Studio Filmowe ""Perspektywa', 'id': 2553}]",48.0,7.3
False,The Glenn Miller Story,"A vibrant tribute to one of America's legendary bandleaders, charting Glenn Miller's rise from obscurity and poverty to fame and wealth in the early 1940s.",en,0.0,Released,1954-01-08,"[{'name': 'Universal Pictures', 'id': 33}]",37.0,6.6
False,Green Card,"Urban horticulturalist Brontë Mitchell has her eye on a gorgeous apartment, but the building's board will rent it only to a married couple. Georges Fauré, a waiter from France whose visa is expiring, needs to marry an American woman to stay in the country. Their marriage of convenience turns into a burden when they must live together to allay the suspicions of the immigration service, as the polar opposites grate on each other's nerves.",en,29888235.0,Released,1990-12-23,"[{'name': 'Touchstone Pictures', 'id': 9195}]",97.0,5.9
False,Journey to the Center of the Earth,An Edinburgh professor and assorted colleagues follow an explorer's trail down an extinct Icelandic volcano to the earth's center.,en,10000000.0,Released,1959-12-14,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Cooga Mooga', 'id': 10199}, {'name': 'Joseph M. Schenck Enterprises', 'id': 10200}]",107.0,6.7
False,リング,"A mysterious video has been linked to a number of deaths, and when an inquisitive journalist finds the tape and views it herself, she sets in motion a chain of events that puts her own life in danger.",ja,8690429.0,Released,1998-01-31,"[{'name': 'Kadokawa Shoten Publishing Co. Ltd.', 'id': 1194}, {'name': 'Omega Project', 'id': 1195}]",310.0,6.9
False,リング 2,"While investigating the horrifying death of her boyfriend, Mai Takano (Miki Nakatani) learns about a videotape haunted by the spirit of a disturbing girl named Sadako, which kills anyone who watches it exactly one week later. When her boyfriend’s son, Yoichi, starts to develop the same psychic abilities as Sadako, Takano must find a way to keep the boy and herself from becoming the next victims.",ja,18686644.0,Released,1999-01-23,[],81.0,5.4
False,Boat Trip,"Two straight men mistakenly end up on a ""gays only"" cruise.",en,8586376.0,Released,2002-10-01,"[{'name': 'Motion Picture Corporation of America', 'id': 2090}, {'name': 'Artisan Entertainment', 'id': 2188}]",148.0,4.7
False,Dreamcatcher,"Four boyhood pals perform a heroic act and are changed by the powers they gain in return. Years later, on a hunting trip in the Maine woods, they're overtaken by a vicious blizzard that harbors an ominous presence. Challenged to stop an alien force, the friends must first prevent the slaughter of innocent civilians by a military vigilante ... and then overcome a threat to the bond that unites the four of them.",en,75715436.0,Released,2003-03-21,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'NPV Entertainment', 'id': 172}, {'name': 'Kasdan Pictures', 'id': 13040}, {'name': 'WV Films II', 'id': 24939}]",574.0,5.2
False,Piglet's Big Movie,"When the gang from the Hundred Acre Wood begin a honey harvest, young Piglet is excluded and told that he is too small to help. Feeling inferior, Piglet disappears and his pals Eeyore, Rabbit, Tigger, Roo and Winnie the Pooh must use Piglet's scrapbook as a map to find him. In the process they discover that this very small animal has been a big hero in a lot of ways.",en,0.0,Released,2003-03-16,"[{'name': 'Walt Disney Pictures', 'id': 2}]",76.0,6.1
False,View from the Top,A small-town woman tries to achieve her goal of becoming a flight attendant.,en,15614000.0,Released,2003-03-21,"[{'name': 'Miramax Films', 'id': 14}]",145.0,5.0
False,The Awful Truth,"Unfounded suspicions lead a married couple to begin divorce proceedings, whereupon they start undermining each other's attempts to find new romance.",en,0.0,Released,1937-01-01,"[{'name': 'Columbia Pictures Corporation', 'id': 441}]",48.0,7.2
False,The Bible: In the Beginning...,"Extravagant production of the first part of the book of Genesis. Covers Adam and Eve, Noah and the Flood and Abraham and Isaac.",en,0.0,Released,1966-09-28,"[{'name': 'Seven Arts Productions', 'id': 516}, {'name': 'Dino de Laurentiis Cinematografica', 'id': 1216}, {'name': 'Thalia AG', 'id': 49775}]",34.0,6.2
False,La casa dalle finestre che ridono,"Stefano, a young restorer is commissioned to save a fresco representing the suffering of St. Sebastiano. The fresco painter was Legnani, and the fresco is his last work. Legnani apparently was mentally disturbed. He was used to paint people close to die or in agony. These facts together with the strange atmosphere that surround this village near Ferrara, in the north of Italy, contribute to put Stefano in a nightmare reality. Soon reality will change into horror.",it,0.0,Released,1976-08-16,"[{'name': 'A.M.A. Film', 'id': 17087}]",49.0,6.9
False,The Robe,"Marcellus is a tribune in the time of Christ. He is in charge of the group that is assigned to crucify Jesus. Drunk, he wins Jesus' homespun robe after the crucifixion. He is tormented by nightmares and delusions after the event. Hoping to find a way to live with what he has done, and still not believing in Jesus, he returns to Palestine to try and learn what he can of the man he killed.",en,36000000.0,Released,1953-09-16,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",43.0,6.4
